timestamp,block,token,spread,profit,dex
2025-05-14T15:37:57.936Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,807.7129281662602,807.7129281662602,Uni → Sushi
2025-05-14T15:38:05.939Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,290.38559376641854,290.38559376641854,Uni → Sushi
2025-05-14T15:38:06.197Z,19400001,0x6B175474E89094C44Da98b954EedeAC495271d0F,97.8332250386534,97.8332250386534,Sushi → Uni
2025-05-14T15:38:06.352Z,19400001,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,57.57893754708993,57.57893754708993,Uni → Sushi
2025-05-14T15:38:13.947Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,31.01176024998262,31.01176024998262,Uni → Sushi
2025-05-14T15:38:14.127Z,19400001,0x6B175474E89094C44Da98b954EedeAC495271d0F,125.80411680322896,125.80411680322896,Uni → Sushi
2025-05-14T15:38:14.266Z,19400001,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,60.57748745486515,60.57748745486515,Sushi → Uni
2025-05-14T15:38:21.954Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,286.6087650830355,286.6087650830355,Uni → Sushi
2025-05-14T15:38:22.182Z,19400001,0x6B175474E89094C44Da98b954EedeAC495271d0F,29.477582557825578,29.477582557825578,Uni → Sushi
2025-05-14T15:38:22.316Z,19400001,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,4.489583620200347,4.489583620200347,Sushi → Uni
2025-05-14T16:56:33.305Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14.913014552851728,14.913014552851728,Uni → Sushi
2025-05-14T16:56:41.311Z,19400001,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,141.01328040002298,141.01328040002298,Uni → Sushi
2025-05-14T16:56:41.565Z,19400001,0x6B175474E89094C44Da98b954EedeAC495271d0F,1044.7046340167003,1044.7046340167003,Sushi → Uni
